"","issue_d","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","installment","delinq_2yrs","application_type","loan_status"
"507",2015-05-01,19750,5,19.52,"E","E3",10,"OWN",45000,0.138133333333333,0,"INDIVIDUAL",0
"508",2015-05-01,20950,3,14.65,"C","C5",2,"MORTGAGE",43000,0.201672558139535,0,"INDIVIDUAL",0
"509",2015-05-01,30000,5,24.99,"F","F4",10,"RENT",96000,0.11004625,1,"INDIVIDUAL",0
"510",2015-05-01,6000,3,9.99,"B","B3",10,"RENT",73000,0.0318213698630137,0,"INDIVIDUAL",0
"511",2015-05-01,6000,3,11.53,"B","B5",1,"RENT",49500,0.0479878787878788,0,"INDIVIDUAL",0
"512",2015-05-01,6000,3,6.92,"A","A4",1,"RENT",24000,0.092525,0,"INDIVIDUAL",0
"513",2015-05-01,3600,3,8.18,"B","B1",6,"RENT",38000,0.0357221052631579,0,"INDIVIDUAL",0
"514",2015-05-01,10000,5,18.84,"E","E2",5,"MORTGAGE",145000,0.0213955862068965,0,"INDIVIDUAL",0
"515",2015-05-01,25000,5,9.17,"B","B2",10,"OWN",52000,0.120237692307692,0,"INDIVIDUAL",0
"516",2015-05-01,20000,3,12.69,"C","C2",0,"RENT",75000,0.107344,0,"INDIVIDUAL",0
"517",2015-05-01,33000,3,20.49,"E","E4",8,"MORTGAGE",75000,0.1975456,0,"INDIVIDUAL",0
"518",2015-05-01,35000,5,12.69,"C","C2",10,"MORTGAGE",120000,0.079082,0,"INDIVIDUAL",0
"519",2015-05-01,19675,3,13.33,"C","C3",10,"RENT",47000,0.170060425531915,0,"INDIVIDUAL",0
"520",2015-05-01,20000,3,9.17,"B","B2",2,"RENT",48000,0.159395,0,"INDIVIDUAL",0
"521",2015-05-01,15025,5,24.5,"F","F3",2,"RENT",55000,0.0952625454545455,0,"INDIVIDUAL",0
"522",2015-05-01,1600,3,9.99,"B","B3",2,"RENT",32000,0.0193575,0,"INDIVIDUAL",0
"523",2015-05-01,20000,3,9.99,"B","B3",4,"RENT",103334,0.074931774633712,0,"INDIVIDUAL",0
"524",2015-05-01,15000,3,14.65,"C","C5",10,"RENT",86400,0.0718638888888889,0,"INDIVIDUAL",0
"525",2015-05-01,13425,5,21.67,"E","E5",5,"RENT",56000,0.078915,0,"INDIVIDUAL",0
"526",2015-05-01,10500,5,17.57,"D","D4",10,"RENT",41000,0.0773239024390244,0,"INDIVIDUAL",0
"527",2015-05-01,30000,5,24.99,"F","F4",10,"MORTGAGE",1e+05,0.1056444,0,"INDIVIDUAL",0
"528",2015-05-01,5600,3,15.61,"D","D1",0,"RENT",24480,0.0959852941176471,0,"INDIVIDUAL",0
"529",2015-05-01,22425,5,12.69,"C","C2",3,"RENT",144500,0.042078062283737,0,"INDIVIDUAL",0
"530",2015-05-01,14000,3,10.99,"B","B4",10,"RENT",96123,0.057211697512562,0,"INDIVIDUAL",0
"531",2015-05-01,10000,3,19.52,"E","E3",10,"RENT",140000,0.0316457142857143,0,"INDIVIDUAL",0
"532",2015-05-01,21100,5,18.25,"E","E1",0,"MORTGAGE",60000,0.107736,0,"INDIVIDUAL",0
"533",2015-05-01,16000,5,18.84,"E","E2",10,"MORTGAGE",202000,0.0245732673267327,1,"INDIVIDUAL",0
"534",2015-05-01,19600,5,25.57,"F","F5",2,"RENT",90000,0.0775813333333333,0,"INDIVIDUAL",0
"535",2015-05-01,11625,5,23.99,"F","F2",3,"MORTGAGE",62000,0.0647167741935484,0,"INDIVIDUAL",0
"536",2015-05-01,18350,5,16.55,"D","D2",8,"MORTGAGE",45000,0.120432,0,"INDIVIDUAL",0
"537",2015-05-01,5000,3,13.99,"C","C4",10,"RENT",50000,0.0410088,0,"INDIVIDUAL",0
"538",2015-05-01,8400,3,18.84,"E","E2",10,"MORTGAGE",78000,0.0472676923076923,5,"INDIVIDUAL",0
"539",2015-05-01,15000,3,10.99,"B","B4",9,"RENT",75000,0.0785616,0,"INDIVIDUAL",0
"540",2015-05-01,18000,5,17.57,"D","D4",6,"RENT",64880,0.0837651048088779,0,"INDIVIDUAL",0
"541",2015-05-01,14875,5,18.84,"E","E2",2,"RENT",70000,0.0659245714285714,1,"INDIVIDUAL",0
"542",2015-05-01,15000,3,7.89,"A","A5",0,"MORTGAGE",60000,0.093858,0,"INDIVIDUAL",0
"543",2015-05-01,35000,5,25.89,"G","G3",10,"MORTGAGE",120000,0.104564,0,"INDIVIDUAL",0
"544",2015-05-01,21000,3,10.99,"B","B4",6,"MORTGAGE",148656,0.0554907975460123,0,"INDIVIDUAL",0
"545",2015-05-01,15000,5,18.25,"E","E1",10,"RENT",49500,0.0928363636363636,0,"INDIVIDUAL",0
"546",2015-05-01,11000,3,12.69,"C","C2",8,"RENT",35000,0.126514285714286,0,"INDIVIDUAL",0
"547",2015-05-01,11400,3,10.99,"B","B4",5,"MORTGAGE",35000,0.127944,0,"INDIVIDUAL",0
"548",2015-05-01,21625,5,19.52,"E","E3",7,"OWN",54200,0.125572693726937,1,"INDIVIDUAL",0
"549",2015-05-01,14900,5,17.86,"D","D5",10,"MORTGAGE",72000,0.0628716666666667,0,"INDIVIDUAL",0
"550",2015-05-01,10000,3,6.68,"A","A3",6,"MORTGAGE",70000,0.0526817142857143,0,"INDIVIDUAL",0
"551",2015-05-01,24000,5,12.29,"C","C1",2,"OWN",75000,0.085984,0,"INDIVIDUAL",0
"552",2015-05-01,22850,5,25.83,"G","G2",10,"OWN",68577,0.119314055732972,0,"INDIVIDUAL",0
"553",2015-05-01,5000,3,13.33,"C","C3",3,"RENT",25000,0.0812496,0,"INDIVIDUAL",0
"554",2015-05-01,24000,5,18.25,"E","E1",9,"RENT",60000,0.122544,0,"INDIVIDUAL",0
"555",2015-05-01,11925,5,16.55,"D","D2",5,"OWN",26000,0.135456923076923,0,"INDIVIDUAL",0
"556",2015-05-01,34975,3,21.67,"E","E5",5,"MORTGAGE",220000,0.0725318181818182,0,"INDIVIDUAL",0
"557",2015-05-01,3000,3,12.69,"C","C2",0,"RENT",60000,0.020128,0,"INDIVIDUAL",0
"558",2015-05-01,20000,5,10.99,"B","B4",4,"RENT",80000,0.0652125,0,"INDIVIDUAL",0
"559",2015-05-01,3600,3,16.99,"D","D3",1,"MORTGAGE",29900,0.0515076923076923,0,"INDIVIDUAL",0
"560",2015-05-01,21875,5,24.99,"F","F4",10,"MORTGAGE",61000,0.126283278688525,0,"INDIVIDUAL",0
"561",2015-05-01,13050,5,24.99,"F","F4",2,"MORTGAGE",38500,0.119364155844156,0,"INDIVIDUAL",0
"562",2015-05-01,4000,3,14.65,"C","C5",0,"RENT",22100,0.0749212669683258,0,"INDIVIDUAL",0
"563",2015-05-01,28375,5,25.83,"G","G2",10,"MORTGAGE",65000,0.156315692307692,0,"INDIVIDUAL",0
"564",2015-05-01,30000,3,25.57,"F","F5",3,"RENT",91000,0.158487032967033,2,"INDIVIDUAL",0
"565",2015-05-01,6000,3,15.61,"D","D1",1,"RENT",29000,0.0868096551724138,2,"INDIVIDUAL",0
"566",2015-05-01,12525,3,19.52,"E","E3",8,"MORTGAGE",42000,0.13212,0,"INDIVIDUAL",0
"567",2015-05-01,12000,3,15.61,"D","D1",10,"MORTGAGE",65000,0.0774609230769231,0,"INDIVIDUAL",0
"568",2015-05-01,20750,3,9.99,"B","B3",1,"MORTGAGE",91000,0.0882791208791209,1,"INDIVIDUAL",0
"569",2015-05-01,24000,3,12.29,"C","C1",7,"RENT",58000,0.165616551724138,0,"INDIVIDUAL",0
"570",2015-05-01,8000,3,7.89,"A","A5",2,"MORTGAGE",75000,0.0400464,1,"INDIVIDUAL",0
"571",2015-05-01,12000,3,12.69,"C","C2",2,"RENT",35000,0.138013714285714,0,"INDIVIDUAL",0
"572",2015-05-01,20000,5,18.25,"E","E1",1,"MORTGAGE",45000,0.13616,0,"INDIVIDUAL",0
"573",2015-05-01,22125,3,17.86,"D","D5",0,"MORTGAGE",75000,0.1277312,0,"INDIVIDUAL",0
"574",2015-05-01,15000,5,15.61,"D","D1",4,"RENT",43000,0.100931162790698,0,"INDIVIDUAL",0
"575",2015-05-01,5000,3,12.29,"C","C1",10,"RENT",60000,0.033354,0,"INDIVIDUAL",0
"576",2015-05-01,24000,5,14.65,"C","C5",10,"MORTGAGE",230000,0.029559652173913,0,"INDIVIDUAL",0
"577",2015-04-01,28775,5,20.49,"E","E4",9,"RENT",82000,0.112716585365854,4,"INDIVIDUAL",0
"578",2015-04-01,7000,3,13.99,"C","C4",8,"RENT",75000,0.0382736,0,"INDIVIDUAL",0
"579",2015-04-01,15000,5,19.52,"E","E3",9,"RENT",69000,0.0684208695652174,0,"INDIVIDUAL",0
"580",2015-04-01,35000,3,16.99,"D","D3",10,"MORTGAGE",125000,0.11977728,0,"INDIVIDUAL",0
"581",2015-04-01,6000,3,14.65,"C","C5",9,"MORTGAGE",105000,0.0236537142857143,4,"INDIVIDUAL",0
"582",2015-04-01,35000,5,16.55,"D","D2",2,"MORTGAGE",105000,0.0984457142857143,1,"INDIVIDUAL",0
"583",2015-04-01,16025,5,23.99,"F","F2",10,"RENT",65000,0.0850929230769231,0,"INDIVIDUAL",0
"584",2015-04-01,24000,3,13.33,"C","C3",10,"RENT",82000,0.118899512195122,0,"INDIVIDUAL",0
"585",2015-04-01,35000,5,19.52,"E","E3",4,"RENT",103000,0.106947961165049,0,"INDIVIDUAL",0
"586",2015-04-01,28000,3,9.99,"B","B3",10,"MORTGAGE",107000,0.101310280373832,0,"INDIVIDUAL",0
"587",2015-04-01,35000,3,17.86,"D","D5",4,"MORTGAGE",250000,0.06061824,0,"INDIVIDUAL",0
"588",2015-04-01,12000,3,12.69,"C","C2",10,"MORTGAGE",64000,0.07547625,1,"INDIVIDUAL",0
"589",2015-04-01,5000,3,12.29,"C","C1",1,"RENT",27030,0.0740377358490566,0,"INDIVIDUAL",0
"590",2015-04-01,13250,5,18.84,"E","E2",4,"OWN",45000,0.0913466666666667,1,"INDIVIDUAL",0
"591",2015-04-01,12500,5,12.29,"C","C1",0,"RENT",58400,0.057513698630137,0,"INDIVIDUAL",0
"592",2015-04-01,14225,5,19.52,"E","E3",10,"MORTGAGE",49663,0.0901492056460544,0,"INDIVIDUAL",0
"593",2015-04-01,32400,5,19.52,"E","E3",1,"OWN",140000,0.0728382857142857,0,"INDIVIDUAL",0
"594",2015-04-01,10000,3,9.17,"B","B2",5,"RENT",67000,0.0570967164179105,1,"INDIVIDUAL",0
"595",2015-04-01,20000,3,7.89,"A","A5",0,"OWN",60000,0.125144,0,"INDIVIDUAL",0
"596",2015-04-01,24000,3,9.17,"B","B2",8,"MORTGAGE",235000,0.0390689361702128,1,"INDIVIDUAL",0
"597",2015-04-01,2000,3,9.17,"B","B2",10,"MORTGAGE",70000,0.0109302857142857,0,"INDIVIDUAL",0
"598",2015-04-01,22000,5,21.67,"E","E5",10,"RENT",65000,0.111415384615385,0,"INDIVIDUAL",0
"599",2015-04-01,2800,3,14.65,"C","C5",5,"MORTGAGE",97000,0.0119492783505155,1,"INDIVIDUAL",0
"600",2015-04-01,5000,3,7.89,"A","A5",4,"MORTGAGE",137000,0.013701897810219,0,"INDIVIDUAL",0
"601",2015-04-01,6000,3,12.29,"C","C1",2,"RENT",58900,0.0407714770797963,1,"INDIVIDUAL",0
"602",2015-04-01,15000,3,13.99,"C","C4",8,"MORTGAGE",78000,0.0788615384615385,1,"INDIVIDUAL",0
"603",2015-04-01,24000,3,13.33,"C","C3",10,"RENT",140000,0.0696411428571429,0,"INDIVIDUAL",0
"604",2015-04-01,10000,5,16.99,"D","D3",8,"MORTGAGE",35000,0.0851931428571429,0,"INDIVIDUAL",0
"605",2015-04-01,14000,5,15.61,"D","D1",4,"MORTGAGE",75000,0.0540096,0,"INDIVIDUAL",0
"606",2015-04-01,20000,3,13.33,"C","C3",10,"MORTGAGE",54000,0.15046,0,"INDIVIDUAL",0
"607",2015-04-01,12000,3,13.99,"C","C4",10,"MORTGAGE",40000,0.123024,1,"INDIVIDUAL",0
"608",2015-04-01,15000,5,15.61,"D","D1",10,"MORTGAGE",63800,0.0680257053291536,0,"INDIVIDUAL",0
"609",2015-04-01,16575,5,13.33,"C","C3",10,"MORTGAGE",70000,0.0651325714285714,0,"INDIVIDUAL",0
"610",2015-04-01,27525,5,16.55,"D","D2",10,"OWN",60000,0.135486,0,"INDIVIDUAL",0
"611",2015-04-01,7000,3,12.29,"C","C1",7,"RENT",32000,0.087555,0,"INDIVIDUAL",0
"612",2015-04-01,16000,5,13.33,"C","C3",2,"RENT",96000,0.045845,0,"INDIVIDUAL",0
"613",2015-04-01,25525,3,19.52,"E","E3",10,"MORTGAGE",57000,0.198393684210526,2,"INDIVIDUAL",0
"614",2015-04-01,5000,3,7.89,"A","A5",10,"MORTGAGE",2e+05,0.0093858,2,"INDIVIDUAL",0
"615",2015-04-01,4000,3,17.57,"D","D4",2,"RENT",36000,0.0479166666666667,0,"INDIVIDUAL",0
"616",2015-04-01,19225,3,17.57,"D","D4",1,"MORTGAGE",38480,0.215454261954262,0,"INDIVIDUAL",0
"617",2015-04-01,8000,3,16.99,"D","D3",1,"RENT",36000,0.0950633333333333,0,"INDIVIDUAL",0
"618",2015-04-01,19200,5,14.65,"C","C5",9,"MORTGAGE",53195,0.102246451734186,0,"INDIVIDUAL",0
"619",2015-04-01,25850,5,23.99,"F","F2",6,"OWN",72000,0.123918333333333,0,"INDIVIDUAL",0
"620",2015-04-01,10000,3,6.92,"A","A4",6,"MORTGAGE",35000,0.105740571428571,0,"INDIVIDUAL",0
"621",2015-04-01,16000,3,13.99,"C","C4",6,"RENT",65000,0.100942153846154,0,"INDIVIDUAL",0
"622",2015-04-01,8275,3,15.61,"D","D1",10,"MORTGAGE",82000,0.0423424390243902,0,"INDIVIDUAL",0
"623",2015-04-01,35000,3,18.25,"E","E1",3,"MORTGAGE",108216,0.140799512086937,0,"INDIVIDUAL",0
"624",2015-04-01,9100,3,23.99,"F","F2",1,"MORTGAGE",26000,0.16476,0,"INDIVIDUAL",0
"625",2015-04-01,7350,3,17.86,"D","D5",5,"MORTGAGE",25000,0.1273008,0,"INDIVIDUAL",0
"626",2015-04-01,16000,5,17.86,"D","D5",4,"RENT",130000,0.037392,0,"INDIVIDUAL",0
"627",2015-04-01,12000,5,19.52,"E","E3",10,"RENT",51000,0.0740564705882353,0,"INDIVIDUAL",0
"628",2015-04-01,14400,5,18.25,"E","E1",2,"MORTGAGE",74000,0.0596156756756757,0,"INDIVIDUAL",0
"629",2015-04-01,35000,5,17.86,"D","D5",0,"RENT",72000,0.147685,0,"INDIVIDUAL",0
"630",2015-04-01,7000,3,16.99,"D","D3",0,"RENT",33600,0.0891214285714286,0,"INDIVIDUAL",0
"631",2015-04-01,28000,5,9.17,"B","B2",10,"MORTGAGE",68612,0.102060863988807,0,"INDIVIDUAL",0
"632",2015-04-01,5500,3,14.65,"C","C5",2,"RENT",33672,0.0676122594440485,0,"INDIVIDUAL",0
"633",2015-04-01,17550,5,23.99,"F","F2",0,"RENT",58400,0.103721917808219,2,"INDIVIDUAL",0
"634",2015-04-01,10000,3,11.53,"B","B5",10,"RENT",88000,0.0449877272727273,0,"INDIVIDUAL",0
"635",2015-04-01,24000,3,17.57,"D","D4",0,"MORTGAGE",188000,0.0550525531914894,0,"INDIVIDUAL",0
"636",2015-04-01,22000,5,18.25,"E","E1",4,"RENT",75000,0.0898656,0,"INDIVIDUAL",0
"637",2015-04-01,24000,5,19.52,"E","E3",0,"RENT",87000,0.0868234482758621,0,"INDIVIDUAL",0
"638",2015-04-01,4850,3,25.57,"F","F5",4,"RENT",22000,0.105987272727273,0,"INDIVIDUAL",0
"639",2015-04-01,5000,3,13.99,"C","C4",0,"RENT",76000,0.0269794736842105,1,"INDIVIDUAL",0
"640",2015-04-01,6375,3,19.52,"E","E3",7,"RENT",42000,0.0672485714285714,1,"INDIVIDUAL",0
"641",2015-04-01,9575,3,17.57,"D","D4",4,"RENT",30000,0.13764,0,"INDIVIDUAL",0
"642",2015-04-01,17225,5,25.57,"F","F5",10,"RENT",75600,0.0811666666666667,0,"INDIVIDUAL",0
"643",2015-04-01,2500,3,22.99,"F","F1",2,"OWN",45000,0.0258053333333333,0,"INDIVIDUAL",0
"644",2015-04-01,15000,5,18.84,"E","E2",10,"RENT",55000,0.0846087272727273,0,"INDIVIDUAL",0
"645",2015-04-01,14975,3,16.99,"D","D3",3,"RENT",30000,0.213532,0,"INDIVIDUAL",0
"646",2015-04-01,6700,3,13.33,"C","C3",5,"MORTGAGE",51000,0.0533694117647059,0,"INDIVIDUAL",0
"647",2015-04-01,35000,5,25.57,"F","F5",1,"OWN",95000,0.131245894736842,0,"INDIVIDUAL",0
"648",2015-04-01,8975,3,23.99,"F","F2",1,"RENT",30000,0.140828,0,"INDIVIDUAL",0
"649",2015-04-01,12375,3,17.57,"D","D4",2,"RENT",50000,0.1067352,0,"INDIVIDUAL",0
"650",2015-04-01,15250,5,25.83,"G","G2",9,"OWN",75000,0.0728096,0,"INDIVIDUAL",0
"651",2015-04-01,6600,3,16.99,"D","D3",2,"RENT",36000,0.0784266666666667,0,"INDIVIDUAL",0
"652",2015-04-01,12000,3,15.61,"D","D1",1,"OWN",40000,0.125874,0,"INDIVIDUAL",0
"653",2015-04-01,31900,3,22.99,"F","F1",3,"RENT",76000,0.194949473684211,0,"INDIVIDUAL",0
"654",2015-04-01,1000,3,15.61,"D","D1",9,"RENT",33800,0.0124153846153846,0,"INDIVIDUAL",0
"655",2015-04-01,27575,5,20.49,"E","E4",0,"RENT",60000,0.147622,0,"INDIVIDUAL",0
"656",2015-04-01,15000,5,16.55,"D","D2",3,"RENT",40000,0.110751,2,"INDIVIDUAL",0
"657",2015-04-01,8450,3,19.52,"E","E3",9,"MORTGAGE",87000,0.0430303448275862,1,"INDIVIDUAL",0
"658",2015-04-01,11200,3,6.92,"A","A4",3,"RENT",38000,0.10908,0,"INDIVIDUAL",0
"659",2015-04-01,19750,5,21.67,"E","E5",9,"MORTGAGE",80000,0.081267,0,"INDIVIDUAL",0
"660",2015-04-01,22000,5,13.33,"C","C3",8,"MORTGAGE",120000,0.05043,0,"INDIVIDUAL",0
"661",2015-04-01,18000,5,18.25,"E","E1",7,"MORTGAGE",125000,0.04411584,2,"INDIVIDUAL",0
"662",2015-04-01,6000,3,9.99,"B","B3",5,"RENT",54000,0.0430177777777778,0,"INDIVIDUAL",0
"663",2015-04-01,9000,3,14.65,"C","C5",4,"MORTGAGE",68000,0.0547852941176471,0,"INDIVIDUAL",0
"664",2015-04-01,12000,3,13.33,"C","C3",10,"RENT",65000,0.0749981538461539,0,"INDIVIDUAL",0
"665",2015-04-01,7000,3,10.99,"B","B4",10,"RENT",60000,0.045828,0,"INDIVIDUAL",0
"666",2015-04-01,15000,3,6.68,"A","A3",0,"MORTGAGE",121680,0.0454605522682446,1,"INDIVIDUAL",0
"667",2015-04-01,16000,5,18.84,"E","E2",8,"MORTGAGE",65000,0.0763661538461538,0,"INDIVIDUAL",0
"668",2015-04-01,13375,5,22.99,"F","F1",4,"RENT",52000,0.0869953846153846,0,"INDIVIDUAL",0
"669",2015-04-01,15000,3,10.99,"B","B4",2,"RENT",78000,0.07554,0,"INDIVIDUAL",0
"670",2015-04-01,16000,5,17.57,"D","D4",0,"RENT",101000,0.047830099009901,0,"INDIVIDUAL",0
"671",2015-04-01,18000,3,16.99,"D","D3",10,"MORTGAGE",85000,0.0905872941176471,1,"INDIVIDUAL",0
"672",2015-04-01,10000,3,12.69,"C","C2",2,"RENT",62800,0.0640987261146497,1,"INDIVIDUAL",0
"673",2015-04-01,10150,5,16.99,"D","D3",3,"RENT",35000,0.0864685714285714,0,"INDIVIDUAL",0
"674",2015-04-01,13100,5,25.83,"G","G2",6,"RENT",42000,0.111688571428571,0,"INDIVIDUAL",0
"675",2015-04-01,35000,5,23.99,"F","F2",1,"RENT",130666,0.0924506757687539,0,"INDIVIDUAL",0
"676",2015-04-01,6000,3,11.53,"B","B5",0,"RENT",62000,0.0383129032258064,0,"INDIVIDUAL",0
"677",2015-04-01,2000,3,14.65,"C","C5",6,"MORTGAGE",85000,0.00973976470588235,0,"INDIVIDUAL",0
"678",2015-04-01,10575,5,17.86,"D","D5",1,"RENT",73000,0.0440120547945205,0,"INDIVIDUAL",0
"679",2015-04-01,8350,3,18.25,"E","E1",10,"OWN",50000,0.0727032,0,"INDIVIDUAL",0
"680",2015-04-01,17650,5,17.86,"D","D5",10,"MORTGAGE",46163,0.116160561488638,1,"INDIVIDUAL",0
"681",2015-04-01,12000,3,16.55,"D","D2",5,"MORTGAGE",90000,0.056688,0,"INDIVIDUAL",0
"682",2015-04-01,5000,3,16.55,"D","D2",8,"RENT",47000,0.0452297872340426,0,"INDIVIDUAL",0
"683",2015-04-01,25000,5,10.99,"B","B4",7,"MORTGAGE",125000,0.05217024,0,"INDIVIDUAL",0
"684",2015-04-01,29000,5,22.99,"F","F1",10,"MORTGAGE",90000,0.108981333333333,0,"INDIVIDUAL",0
"685",2015-04-01,15000,3,16.99,"D","D3",10,"RENT",45000,0.142592,0,"INDIVIDUAL",0
"686",2015-04-01,14400,3,6.92,"A","A4",4,"RENT",75000,0.0710576,0,"INDIVIDUAL",0
"687",2015-04-01,19200,5,16.99,"D","D3",10,"MORTGAGE",90000,0.0636093333333333,0,"INDIVIDUAL",0
"688",2015-04-01,7975,3,21.67,"E","E5",1,"RENT",49000,0.0742555102040816,2,"INDIVIDUAL",0
"689",2015-04-01,5000,3,10.99,"B","B4",8,"RENT",32000,0.06137625,0,"INDIVIDUAL",0
"690",2015-04-01,12950,3,17.57,"D","D4",2,"RENT",36000,0.15513,0,"INDIVIDUAL",0
"691",2015-04-01,15075,3,13.33,"C","C3",2,"RENT",51750,0.118339710144928,0,"INDIVIDUAL",0
"692",2015-04-01,25000,5,17.86,"D","D5",9,"RENT",124000,0.0612522580645161,0,"INDIVIDUAL",0
"693",2015-04-01,17175,3,16.99,"D","D3",10,"RENT",34461,0.213201009837207,0,"INDIVIDUAL",0
"694",2015-04-01,10000,3,11.53,"B","B5",0,"RENT",52000,0.0761330769230769,1,"INDIVIDUAL",0
"695",2015-04-01,28775,3,18.25,"E","E1",3,"MORTGAGE",60000,0.20878,0,"INDIVIDUAL",0
"696",2015-04-01,5000,3,13.99,"C","C4",4,"RENT",68000,0.0301535294117647,0,"INDIVIDUAL",0
"697",2015-04-01,18450,5,23.99,"F","F2",10,"RENT",75000,0.0849072,0,"INDIVIDUAL",0
"698",2015-04-01,19000,5,10.99,"B","B4",5,"RENT",59000,0.0840040677966102,0,"INDIVIDUAL",0
"699",2015-04-01,11075,5,24.5,"F","F3",9,"RENT",36000,0.107276666666667,0,"INDIVIDUAL",0
"700",2015-04-01,14750,5,19.52,"E","E3",1,"MORTGAGE",38000,0.122166315789474,1,"INDIVIDUAL",0
"701",2015-04-01,28000,5,23.99,"F","F2",10,"MORTGAGE",75000,0.128856,0,"INDIVIDUAL",0
"702",2015-04-01,29000,5,10.99,"B","B4",4,"MORTGAGE",105000,0.0720445714285714,3,"INDIVIDUAL",0
"703",2015-04-01,16000,5,21.67,"E","E5",3,"RENT",101000,0.0521477227722772,2,"INDIVIDUAL",0
"704",2015-04-01,11150,5,19.52,"E","E3",2,"RENT",30000,0.116976,0,"INDIVIDUAL",0
"705",2015-04-01,12000,5,23.99,"F","F2",3,"RENT",78500,0.0527617834394904,0,"INDIVIDUAL",0
"706",2015-04-01,12000,3,12.69,"C","C2",0,"MORTGAGE",50000,0.0966096,0,"INDIVIDUAL",0
"707",2015-04-01,35000,5,20.49,"E","E4",1,"RENT",125000,0.08993856,0,"INDIVIDUAL",0
"708",2015-04-01,16450,3,22.99,"F","F1",10,"MORTGAGE",55000,0.138914181818182,3,"INDIVIDUAL",0
"709",2015-04-01,12000,5,14.65,"C","C5",0,"RENT",35000,0.0971245714285714,0,"INDIVIDUAL",0
"710",2015-04-01,12000,5,20.49,"E","E4",5,"RENT",31200,0.123542307692308,0,"INDIVIDUAL",0
"711",2015-04-01,7225,3,18.25,"E","E1",1,"RENT",150000,0.0209688,0,"INDIVIDUAL",0
"712",2015-04-01,24875,5,26.06,"G","G5",10,"RENT",82000,0.109120975609756,0,"INDIVIDUAL",0
"713",2015-04-01,6000,3,13.99,"C","C4",10,"MORTGAGE",80000,0.030756,1,"INDIVIDUAL",0
"714",2015-04-01,17975,5,23.99,"F","F2",0,"RENT",50000,0.12408,0,"INDIVIDUAL",0
"715",2015-04-01,9600,3,14.65,"C","C5",10,"MORTGAGE",109000,0.036456880733945,2,"INDIVIDUAL",0
"716",2015-04-01,8800,3,11.53,"B","B5",10,"RENT",35000,0.0995382857142857,0,"INDIVIDUAL",0
"717",2015-04-01,26575,3,19.52,"E","E3",8,"MORTGAGE",70000,0.168195428571429,0,"INDIVIDUAL",0
"718",2015-04-01,3000,3,14.65,"C","C5",2,"OWN",34000,0.0365258823529412,0,"INDIVIDUAL",0
"719",2015-04-01,20000,3,8.18,"B","B1",9,"MORTGAGE",65000,0.116010461538462,0,"INDIVIDUAL",0
"720",2015-04-01,7000,3,11.53,"B","B5",6,"MORTGAGE",41000,0.0675921951219512,0,"INDIVIDUAL",0
"721",2015-04-01,3750,3,12.69,"C","C2",10,"RENT",28000,0.0539142857142857,0,"INDIVIDUAL",0
"722",2015-04-01,6850,3,24.5,"F","F3",5,"MORTGAGE",24000,0.135275,1,"INDIVIDUAL",0
"723",2015-04-01,11975,5,24.99,"F","F4",7,"MORTGAGE",30000,0.140568,0,"INDIVIDUAL",0
"724",2015-04-01,16000,5,16.99,"D","D3",10,"RENT",110000,0.0433701818181818,1,"INDIVIDUAL",0
"725",2015-04-01,14775,5,24.5,"F","F3",1,"MORTGAGE",65000,0.0792646153846154,0,"INDIVIDUAL",0
"726",2015-04-01,35000,3,13.33,"C","C3",9,"MORTGAGE",1e+05,0.1421832,0,"INDIVIDUAL",0
"727",2015-04-01,30000,5,21.67,"E","E5",2,"MORTGAGE",125000,0.0790032,0,"INDIVIDUAL",0
"728",2015-04-01,5200,3,16.55,"D","D2",9,"RENT",33000,0.0669963636363636,0,"INDIVIDUAL",0
"729",2015-04-01,6200,3,17.86,"D","D5",6,"RENT",44000,0.0610118181818182,0,"INDIVIDUAL",0
"730",2015-04-01,30000,5,11.53,"B","B5",10,"MORTGAGE",88000,0.0900327272727273,0,"INDIVIDUAL",0
"731",2015-04-01,7000,3,16.55,"D","D2",6,"RENT",34000,0.0875329411764706,0,"INDIVIDUAL",0
"732",2015-04-01,31575,5,21.67,"E","E5",0,"RENT",66000,0.157483636363636,0,"INDIVIDUAL",0
"733",2015-04-01,12000,5,17.57,"D","D4",4,"RENT",52000,0.0696761538461538,0,"INDIVIDUAL",0
"734",2015-04-01,8875,3,18.25,"E","E1",10,"RENT",22400,0.172483928571429,0,"INDIVIDUAL",0
"735",2015-04-01,15000,5,22.99,"F","F1",10,"OWN",60000,0.084556,1,"INDIVIDUAL",0
"736",2015-04-01,18825,5,22.99,"F","F1",4,"RENT",51000,0.124842352941176,0,"INDIVIDUAL",0
"737",2015-04-01,16750,5,24.99,"F","F4",10,"MORTGAGE",56000,0.10533,0,"INDIVIDUAL",0
"738",2015-04-01,11000,3,12.69,"C","C2",1,"MORTGAGE",36500,0.121315068493151,0,"INDIVIDUAL",0
"739",2015-04-01,25000,3,10.99,"B","B4",3,"MORTGAGE",130000,0.07554,0,"INDIVIDUAL",0
"740",2015-04-01,12725,5,18.84,"E","E2",1,"RENT",35500,0.111204507042254,0,"INDIVIDUAL",0
"741",2015-04-01,6000,3,12.69,"C","C2",2,"OWN",30000,0.080508,0,"INDIVIDUAL",0
